Chemical,Chemical ID,Gene,Gene ID,Phenotype,Phenotype ID,Disease,Disease ID,Evidence Strength Score
Permethrin,D026023,AR,367,negative regulation of cell population proliferation,GO:0008285,Prostatic Neoplasms,D011471,252
Permethrin,D026023,AR,367,positive regulation of cell population proliferation,GO:0008284,Prostatic Neoplasms,D011471,252
Permethrin,D026023,SOD1,6647,reactive oxygen species metabolic process,GO:0072593,"Disease Models, Animal",D004195,198
Permethrin,D026023,SOD1,6647,superoxide dismutase activity,GO:0004784,"Disease Models, Animal",D004195,198
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Inflammation,D007249,192
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Inflammation,D007249,192
Permethrin,D026023,NFE2L2,4780,reactive oxygen species metabolic process,GO:0072593,"Disease Models, Animal",D004195,180
Permethrin,D026023,MAPK1,5594,cellular response to DNA damage stimulus,GO:0006974,"Disease Models, Animal",D004195,135
Permethrin,D026023,AR,367,positive regulation of intracellular estrogen receptor signaling pathway,GO:0033148,Prostatic Neoplasms,D011471,126
Permethrin,D026023,AR,367,regulation of gene expression,GO:0010468,Prostatic Neoplasms,D011471,126
Permethrin,D026023,AR,367,seminiferous tubule development,GO:0072520,Prostatic Neoplasms,D011471,126
Permethrin,D026023,AR,367,spermatogenesis,GO:0007283,Prostatic Neoplasms,D011471,126
Permethrin,D026023,IL6,3569,negative regulation of cell population proliferation,GO:0008285,Inflammation,D007249,110
Permethrin,D026023,IL6,3569,positive regulation of cell population proliferation,GO:0008284,Inflammation,D007249,110
Permethrin,D026023,MAPK3,5595,cellular response to DNA damage stimulus,GO:0006974,"Disease Models, Animal",D004195,108
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,"Disease Models, Animal",D004195,108
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,"Disease Models, Animal",D004195,108
Permethrin,D026023,SOD1,6647,hydrogen peroxide biosynthetic process,GO:0050665,"Disease Models, Animal",D004195,99
Permethrin,D026023,SOD1,6647,spermatogenesis,GO:0007283,"Disease Models, Animal",D004195,99
Permethrin,D026023,SOD1,6647,response to oxidative stress,GO:0006979,"Disease Models, Animal",D004195,99
Permethrin,D026023,SOD1,6647,transmission of nerve impulse,GO:0019226,"Disease Models, Animal",D004195,99
Permethrin,D026023,SOD1,6647,glutathione metabolic process,GO:0006749,"Disease Models, Animal",D004195,99
Permethrin,D026023,ESR1,2099,chromatin remodeling,GO:0006338,"Disease Models, Animal",D004195,99
Permethrin,D026023,SOD1,6647,apoptotic process,GO:0006915,"Disease Models, Animal",D004195,99
Permethrin,D026023,SOD1,6647,superoxide anion generation,GO:0042554,"Disease Models, Animal",D004195,99
Permethrin,D026023,TNF,7124,astrocyte activation,GO:0048143,Inflammation,D007249,96
Permethrin,D026023,TNF,7124,positive regulation of hepatocyte proliferation,GO:2000347,Inflammation,D007249,96
Permethrin,D026023,TNF,7124,protein localization to plasma membrane,GO:0072659,Inflammation,D007249,96
Permethrin,D026023,TNF,7124,microglial cell activation,GO:0001774,Inflammation,D007249,96
Permethrin,D026023,IL1B,3553,positive regulation of cell population proliferation,GO:0008284,"Disease Models, Animal",D004195,90
Permethrin,D026023,MAPK1,5594,positive regulation of cell population proliferation,GO:0008284,"Disease Models, Animal",D004195,90
Permethrin,D026023,NFE2L2,4780,response to oxidative stress,GO:0006979,"Disease Models, Animal",D004195,90
Permethrin,D026023,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Inflammation,D007249,90
Permethrin,D026023,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,"Disease Models, Animal",D004195,90
Permethrin,D026023,APP,351,negative regulation of cell population proliferation,GO:0008285,"Disease Models, Animal",D004195,90
Permethrin,D026023,IL1B,3553,positive regulation of cell population proliferation,GO:0008284,Inflammation,D007249,90
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Chemical and Drug Induced Liver Injury,D056486,84
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Chemical and Drug Induced Liver Injury,D056486,84
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Asthma,D001249,72
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Asthma,D001249,72
Permethrin,D026023,TP53,7157,cellular response to DNA damage stimulus,GO:0006974,Lung Neoplasms,D008175,72
Permethrin,D026023,IL6,3569,negative regulation of cell population proliferation,GO:0008285,Multiple Myeloma,D009101,60
Permethrin,D026023,IL6,3569,positive regulation of cell population proliferation,GO:0008284,Multiple Myeloma,D009101,60
Permethrin,D026023,MAPK1,5594,cellular response to DNA damage stimulus,GO:0006974,Lung Neoplasms,D008175,60
Permethrin,D026023,SNCA,6622,microglial cell activation,GO:0001774,Parkinson Disease,D010300,58
Permethrin,D026023,SNCA,6622,glutathione metabolic process,GO:0006749,Parkinson Disease,D010300,58
Permethrin,D026023,SNCA,6622,dopamine metabolic process,GO:0042417,Parkinson Disease,D010300,58
Permethrin,D026023,IL6,3569,positive regulation of tumor necrosis factor production,GO:0032760,Inflammation,D007249,55
Permethrin,D026023,IL6,3569,response to electrical stimulus,GO:0051602,Inflammation,D007249,55
Permethrin,D026023,IL6,3569,positive regulation of protein import into nucleus,GO:0042307,Inflammation,D007249,55
Permethrin,D026023,TNF,7124,microglial cell activation,GO:0001774,"Disease Models, Animal",D004195,54
Permethrin,D026023,AKT1,207,cellular response to DNA damage stimulus,GO:0006974,"Disease Models, Animal",D004195,54
Permethrin,D026023,ALPL,249,calcium ion homeostasis,GO:0055074,"Disease Models, Animal",D004195,54
Permethrin,D026023,PSEN1,5663,calcium ion homeostasis,GO:0055074,"Disease Models, Animal",D004195,54
Permethrin,D026023,PSEN1,5663,cellular response to DNA damage stimulus,GO:0006974,"Disease Models, Animal",D004195,54
Permethrin,D026023,TNF,7124,astrocyte activation,GO:0048143,"Disease Models, Animal",D004195,54
Permethrin,D026023,TNF,7124,positive regulation of hepatocyte proliferation,GO:2000347,"Disease Models, Animal",D004195,54
Permethrin,D026023,TNF,7124,protein localization to plasma membrane,GO:0072659,"Disease Models, Animal",D004195,54
Permethrin,D026023,IL6,3569,negative regulation of cell population proliferation,GO:0008285,Prostatic Neoplasms,D011471,50
Permethrin,D026023,IL6,3569,positive regulation of cell population proliferation,GO:0008284,Prostatic Neoplasms,D011471,50
Permethrin,D026023,NFE2L2,4780,reactive oxygen species metabolic process,GO:0072593,Chemical and Drug Induced Liver Injury,D056486,50
Permethrin,D026023,TP53,7157,negative regulation of cell population proliferation,GO:0008285,Lung Neoplasms,D008175,48
Permethrin,D026023,TP53,7157,cellular response to DNA damage stimulus,GO:0006974,Prostatic Neoplasms,D011471,48
Permethrin,D026023,TP53,7157,reactive oxygen species metabolic process,GO:0072593,Lung Neoplasms,D008175,48
Permethrin,D026023,TP53,7157,cell population proliferation,GO:0008283,Lung Neoplasms,D008175,48
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Necrosis,D009336,48
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Lung Neoplasms,D008175,48
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Lung Neoplasms,D008175,48
Permethrin,D026023,MAPK3,5595,cellular response to DNA damage stimulus,GO:0006974,Lung Neoplasms,D008175,48
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Necrosis,D009336,48
Permethrin,D026023,FOS,2353,regulation of gene expression,GO:0010468,"Disease Models, Animal",D004195,45
Permethrin,D026023,MAPK1,5594,positive regulation of protein import into nucleus,GO:0042307,"Disease Models, Animal",D004195,45
Permethrin,D026023,MAPK1,5594,apoptotic process,GO:0006915,"Disease Models, Animal",D004195,45
Permethrin,D026023,IL1B,3553,astrocyte activation,GO:0048143,Inflammation,D007249,45
Permethrin,D026023,IL1B,3553,astrocyte activation,GO:0048143,"Disease Models, Animal",D004195,45
Permethrin,D026023,IL1B,3553,apoptotic process,GO:0006915,Inflammation,D007249,45
Permethrin,D026023,IL1B,3553,apoptotic process,GO:0006915,"Disease Models, Animal",D004195,45
Permethrin,D026023,APP,351,regulation of gene expression,GO:0010468,"Disease Models, Animal",D004195,45
Permethrin,D026023,APP,351,response to oxidative stress,GO:0006979,"Disease Models, Animal",D004195,45
Permethrin,D026023,APP,351,positive regulation of tumor necrosis factor production,GO:0032760,"Disease Models, Animal",D004195,45
Permethrin,D026023,APP,351,microglial cell activation,GO:0001774,"Disease Models, Animal",D004195,45
Permethrin,D026023,APP,351,cholesterol metabolic process,GO:0008203,"Disease Models, Animal",D004195,45
Permethrin,D026023,APP,351,astrocyte activation,GO:0048143,"Disease Models, Animal",D004195,45
Permethrin,D026023,APP,351,apoptotic process,GO:0006915,"Disease Models, Animal",D004195,45
Permethrin,D026023,ESR1,2099,chromatin remodeling,GO:0006338,Lung Neoplasms,D008175,44
Permethrin,D026023,TNF,7124,positive regulation of hepatocyte proliferation,GO:2000347,Chemical and Drug Induced Liver Injury,D056486,42
Permethrin,D026023,TP53,7157,cellular response to DNA damage stimulus,GO:0006974,"Carcinoma, Hepatocellular",D006528,42
Permethrin,D026023,TNF,7124,protein localization to plasma membrane,GO:0072659,Chemical and Drug Induced Liver Injury,D056486,42
Permethrin,D026023,TNF,7124,astrocyte activation,GO:0048143,Chemical and Drug Induced Liver Injury,D056486,42
Permethrin,D026023,TNF,7124,microglial cell activation,GO:0001774,Chemical and Drug Induced Liver Injury,D056486,42
Permethrin,D026023,CAT,847,reactive oxygen species metabolic process,GO:0072593,Seizures,D012640,42
Permethrin,D026023,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Lung Neoplasms,D008175,40
Permethrin,D026023,IL6,3569,positive regulation of cell population proliferation,GO:0008284,"Carcinoma, Hepatocellular",D006528,40
Permethrin,D026023,MAPK1,5594,positive regulation of cell population proliferation,GO:0008284,Lung Neoplasms,D008175,40
Permethrin,D026023,IL1B,3553,positive regulation of cell population proliferation,GO:0008284,Lung Neoplasms,D008175,40
Permethrin,D026023,IL6,3569,negative regulation of cell population proliferation,GO:0008285,"Carcinoma, Hepatocellular",D006528,40
Permethrin,D026023,NR1H4,9971,triglyceride homeostasis,GO:0070328,"Disease Models, Animal",D004195,36
Permethrin,D026023,TNF,7124,protein localization to plasma membrane,GO:0072659,Asthma,D001249,36
Permethrin,D026023,TNF,7124,positive regulation of hepatocyte proliferation,GO:2000347,Asthma,D001249,36
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Nerve Degeneration,D009410,36
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Cardiomegaly,D006332,36
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Nerve Degeneration,D009410,36
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Cardiomegaly,D006332,36
Permethrin,D026023,ABCB4,5244,xenobiotic transport across blood-brain barrier,GO:1990962,"Disease Models, Animal",D004195,36
Permethrin,D026023,TNF,7124,astrocyte activation,GO:0048143,Asthma,D001249,36
Permethrin,D026023,SNCA,6622,glutathione metabolic process,GO:0006749,"Disease Models, Animal",D004195,36
Permethrin,D026023,SNCA,6622,dopamine metabolic process,GO:0042417,"Disease Models, Animal",D004195,36
Permethrin,D026023,TNF,7124,microglial cell activation,GO:0001774,Asthma,D001249,36
Permethrin,D026023,NR1H4,9971,cholesterol homeostasis,GO:0042632,"Disease Models, Animal",D004195,36
Permethrin,D026023,IFNG,3458,positive regulation of cell population proliferation,GO:0008284,"Disease Models, Animal",D004195,36
Permethrin,D026023,MECP2,4204,cell population proliferation,GO:0008283,"Disease Models, Animal",D004195,36
Permethrin,D026023,APP,351,negative regulation of cell population proliferation,GO:0008285,Memory Disorders,D008569,36
Permethrin,D026023,FAS,355,positive regulation of reactive oxygen species biosynthetic process,GO:1903428,"Disease Models, Animal",D004195,36
Permethrin,D026023,IFNG,3458,negative regulation of cell population proliferation,GO:0008285,"Disease Models, Animal",D004195,36
Permethrin,D026023,AKT1,207,cell population proliferation,GO:0008283,"Disease Models, Animal",D004195,36
Permethrin,D026023,IL10,3586,negative regulation of cell population proliferation,GO:0008285,"Disease Models, Animal",D004195,36
Permethrin,D026023,MAPK3,5595,apoptotic process,GO:0006915,"Disease Models, Animal",D004195,36
Permethrin,D026023,MAPK3,5595,brain development,GO:0007420,"Disease Models, Animal",D004195,36
Permethrin,D026023,MAPK3,5595,regulation of gene expression,GO:0010468,"Disease Models, Animal",D004195,36
Permethrin,D026023,SNCA,6622,microglial cell activation,GO:0001774,"Disease Models, Animal",D004195,36
Permethrin,D026023,SOD2,6648,negative regulation of cell population proliferation,GO:0008285,Prostatic Neoplasms,D011471,32
Permethrin,D026023,SOD2,6648,reactive oxygen species metabolic process,GO:0072593,Prostatic Neoplasms,D011471,32
Permethrin,D026023,SOD2,6648,superoxide dismutase activity,GO:0004784,Prostatic Neoplasms,D011471,32
Permethrin,D026023,TP53,7157,cell population proliferation,GO:0008283,Prostatic Neoplasms,D011471,32
Permethrin,D026023,TP53,7157,negative regulation of cell population proliferation,GO:0008285,Prostatic Neoplasms,D011471,32
Permethrin,D026023,TP53,7157,reactive oxygen species metabolic process,GO:0072593,Prostatic Neoplasms,D011471,32
Permethrin,D026023,IL1B,3553,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,30
Permethrin,D026023,IL6,3569,response to electrical stimulus,GO:0051602,Multiple Myeloma,D009101,30
Permethrin,D026023,IL6,3569,positive regulation of tumor necrosis factor production,GO:0032760,Multiple Myeloma,D009101,30
Permethrin,D026023,IL6,3569,positive regulation of protein import into nucleus,GO:0042307,Multiple Myeloma,D009101,30
Permethrin,D026023,IL1B,3553,positive regulation of cell population proliferation,GO:0008284,Necrosis,D009336,30
Permethrin,D026023,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Necrosis,D009336,30
Permethrin,D026023,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,30
Permethrin,D026023,BDNF,627,response to electrical stimulus,GO:0051602,Nerve Degeneration,D009410,30
Permethrin,D026023,BDNF,627,brain development,GO:0007420,Nerve Degeneration,D009410,30
Permethrin,D026023,HMGB1,3146,cellular response to DNA damage stimulus,GO:0006974,Inflammation,D007249,30
Permethrin,D026023,CAT,847,reactive oxygen species metabolic process,GO:0072593,Chemical and Drug Induced Liver Injury,D056486,28
Permethrin,D026023,CAT,847,reactive oxygen species metabolic process,GO:0072593,"Kidney Failure, Chronic",D007676,28
Permethrin,D026023,CAT,847,reactive oxygen species metabolic process,GO:0072593,Necrosis,D009336,28
Permethrin,D026023,TP53,7157,cell population proliferation,GO:0008283,"Carcinoma, Hepatocellular",D006528,28
Permethrin,D026023,TP53,7157,negative regulation of cell population proliferation,GO:0008285,"Carcinoma, Hepatocellular",D006528,28
Permethrin,D026023,TP53,7157,reactive oxygen species metabolic process,GO:0072593,"Carcinoma, Hepatocellular",D006528,28
Permethrin,D026023,APC,324,cellular response to DNA damage stimulus,GO:0006974,Colonic Neoplasms,D003110,27
Permethrin,D026023,PARK7,11315,cellular response to DNA damage stimulus,GO:0006974,Parkinson Disease,D010300,27
Permethrin,D026023,IL6,3569,response to electrical stimulus,GO:0051602,Prostatic Neoplasms,D011471,25
Permethrin,D026023,NFE2L2,4780,response to oxidative stress,GO:0006979,Chemical and Drug Induced Liver Injury,D056486,25
Permethrin,D026023,IL6,3569,positive regulation of tumor necrosis factor production,GO:0032760,Prostatic Neoplasms,D011471,25
Permethrin,D026023,IL6,3569,positive regulation of protein import into nucleus,GO:0042307,Prostatic Neoplasms,D011471,25
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Cardiotoxicity,D066126,24
Permethrin,D026023,TP53,7157,spermatogenesis,GO:0007283,Lung Neoplasms,D008175,24
Permethrin,D026023,TP53,7157,response to oxidative stress,GO:0006979,Lung Neoplasms,D008175,24
Permethrin,D026023,TP53,7157,chromosome organization,GO:0051276,Lung Neoplasms,D008175,24
Permethrin,D026023,TP53,7157,apoptotic process,GO:0006915,Lung Neoplasms,D008175,24
Permethrin,D026023,TNF,7124,protein localization to plasma membrane,GO:0072659,Necrosis,D009336,24
Permethrin,D026023,TNF,7124,protein localization to plasma membrane,GO:0072659,Lung Neoplasms,D008175,24
Permethrin,D026023,TNF,7124,positive regulation of hepatocyte proliferation,GO:2000347,Necrosis,D009336,24
Permethrin,D026023,TNF,7124,positive regulation of hepatocyte proliferation,GO:2000347,Lung Neoplasms,D008175,24
Permethrin,D026023,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,24
Permethrin,D026023,CES1,1066,lipid catabolic process,GO:0016042,Lung Neoplasms,D008175,24
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,24
Permethrin,D026023,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Cardiotoxicity,D066126,24
Permethrin,D026023,TNF,7124,microglial cell activation,GO:0001774,Necrosis,D009336,24
Permethrin,D026023,TNF,7124,microglial cell activation,GO:0001774,Lung Neoplasms,D008175,24
Permethrin,D026023,TNF,7124,astrocyte activation,GO:0048143,Necrosis,D009336,24
Permethrin,D026023,TNF,7124,astrocyte activation,GO:0048143,Lung Neoplasms,D008175,24
Permethrin,D026023,IL2,3558,positive regulation of cell population proliferation,GO:0008284,Lung Neoplasms,D008175,24
Permethrin,D026023,AR,367,positive regulation of cell population proliferation,GO:0008284,Lung Neoplasms,D008175,24
Permethrin,D026023,AR,367,negative regulation of cell population proliferation,GO:0008285,Lung Neoplasms,D008175,24
Permethrin,D026023,APP,351,negative regulation of cell population proliferation,GO:0008285,Nerve Degeneration,D009410,24
Permethrin,D026023,ESR1,2099,chromatin remodeling,GO:0006338,Prostatic Neoplasms,D011471,22
Permethrin,D026023,ESR1,2099,chromatin remodeling,GO:0006338,"Carcinoma, Hepatocellular",D006528,22
Permethrin,D026023,CAT,847,cholesterol metabolic process,GO:0008203,Seizures,D012640,21
Permethrin,D026023,CAT,847,triglyceride metabolic process,GO:0006641,Seizures,D012640,21
Permethrin,D026023,CAT,847,response to oxidative stress,GO:0006979,Seizures,D012640,21
Permethrin,D026023,IL6,3569,response to electrical stimulus,GO:0051602,"Carcinoma, Hepatocellular",D006528,20
Permethrin,D026023,SOD2,6648,superoxide dismutase activity,GO:0004784,"Carcinoma, Hepatocellular",D006528,20
Permethrin,D026023,SOD2,6648,negative regulation of cell population proliferation,GO:0008285,"Carcinoma, Hepatocellular",D006528,20
Permethrin,D026023,SNCA,6622,microglial cell activation,GO:0001774,Parkinsonian Disorders,D020734,20
Permethrin,D026023,SNCA,6622,glutathione metabolic process,GO:0006749,Parkinsonian Disorders,D020734,20
Permethrin,D026023,SNCA,6622,dopamine metabolic process,GO:0042417,Parkinsonian Disorders,D020734,20
Permethrin,D026023,NFE2L2,4780,reactive oxygen species metabolic process,GO:0072593,Prostatic Neoplasms,D011471,20
Permethrin,D026023,NFE2L2,4780,reactive oxygen species metabolic process,GO:0072593,Lung Neoplasms,D008175,20
Permethrin,D026023,NFE2L2,4780,reactive oxygen species metabolic process,GO:0072593,Liver Neoplasms,D008113,20
Permethrin,D026023,NFE2L2,4780,reactive oxygen species metabolic process,GO:0072593,Kidney Diseases,D007674,20
Permethrin,D026023,MAPK1,5594,positive regulation of protein import into nucleus,GO:0042307,Lung Neoplasms,D008175,20
Permethrin,D026023,MAPK1,5594,apoptotic process,GO:0006915,Lung Neoplasms,D008175,20
Permethrin,D026023,SOD2,6648,reactive oxygen species metabolic process,GO:0072593,"Carcinoma, Hepatocellular",D006528,20
Permethrin,D026023,IL6,3569,positive regulation of tumor necrosis factor production,GO:0032760,"Carcinoma, Hepatocellular",D006528,20
Permethrin,D026023,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Chemical and Drug Induced Liver Injury,D056486,20
Permethrin,D026023,IL6,3569,positive regulation of protein import into nucleus,GO:0042307,"Carcinoma, Hepatocellular",D006528,20
Permethrin,D026023,BCHE,590,negative regulation of cell population proliferation,GO:0008285,Poisoning,D011041,20
Permethrin,D026023,HMGB1,3146,positive regulation of cell population proliferation,GO:0008284,Inflammation,D007249,20
Permethrin,D026023,IL1B,3553,apoptotic process,GO:0006915,Lung Neoplasms,D008175,20
Permethrin,D026023,IL1B,3553,astrocyte activation,GO:0048143,Lung Neoplasms,D008175,20
Permethrin,D026023,FOS,2353,regulation of gene expression,GO:0010468,Seizures,D012640,20
Permethrin,D026023,IL1B,3553,positive regulation of cell population proliferation,GO:0008284,Chemical and Drug Induced Liver Injury,D056486,20
Permethrin,D026023,IL6,3569,negative regulation of cell population proliferation,GO:0008285,Lung Neoplasms,D008175,20
Permethrin,D026023,IL6,3569,positive regulation of cell population proliferation,GO:0008284,Chemical and Drug Induced Liver Injury,D056486,20
Permethrin,D026023,IL6,3569,negative regulation of cell population proliferation,GO:0008285,Chemical and Drug Induced Liver Injury,D056486,20
Permethrin,D026023,IL6,3569,positive regulation of cell population proliferation,GO:0008284,Lung Neoplasms,D008175,20
Doxorubicin,D004317,AKT1,207,apoptotic process,GO:0006915,"Ventricular Dysfunction, Left",D018487,461648
Doxorubicin,D004317,FAS,355,apoptotic process,GO:0006915,"Ventricular Dysfunction, Left",D018487,343552
Doxorubicin,D004317,AKT1,207,cell population proliferation,GO:0008283,"Ventricular Dysfunction, Left",D018487,204336
Doxorubicin,D004317,AKT1,207,positive regulation of apoptotic process,GO:0043065,"Ventricular Dysfunction, Left",D018487,200552
Doxorubicin,D004317,IL6,3569,positive regulation of apoptotic process,GO:0043065,"Ventricular Dysfunction, Left",D018487,177232
Doxorubicin,D004317,SIRT1,23411,apoptotic process,GO:0006915,"Ventricular Dysfunction, Left",D018487,161040
Resveratrol,D000077185,SIRT1,23411,apoptotic process,GO:0006915,"Ventricular Dysfunction, Left",D018487,153216
Doxorubicin,D004317,FAS,355,positive regulation of apoptotic process,GO:0043065,"Ventricular Dysfunction, Left",D018487,149248
Doxorubicin,D004317,SOD2,6648,superoxide dismutase activity,GO:0004784,"Ventricular Dysfunction, Left",D018487,138600
Resveratrol,D000077185,SIRT1,23411,positive regulation of apoptotic process,GO:0043065,"Ventricular Dysfunction, Left",D018487,120960
Doxorubicin,D004317,SOD2,6648,glutathione metabolic process,GO:0006749,"Ventricular Dysfunction, Left",D018487,118800
